,Pair 1,,,Pair 2,
,15802,5.58,,15802,5.13
,15804,5.59,,15804,5.13
,15806,5.59,,15806,5.12
,15808,5.59,,15808,5.12
,15810,5.59,,15810,5.12
,15812,5.6,,15812,5.13
,15814,5.58,,15814,5.12
,15816,5.58,,15816,5.13
,15818,5.59,,15818,5.12
,15820,5.59,,15820,5.12
,15822,5.59,,15822,5.12
,15824,5.59,,15824,5.12
,15826,5.59,,15826,5.12
,15828,5.59,,15828,5.12
,15830,5.58,,15830,5.12
,15832,5.59,,15832,5.12
,15834,5.59,,15834,5.12
,15836,5.59,,15836,5.11
,15838,5.58,,15838,5.13
,15840,5.59,,15840,5.13
,15842,5.6,,15842,5.12
,15844,5.6,,15844,5.13
,15846,5.59,,15846,5.13
,15848,5.59,,15848,5.13
,15850,5.58,,15850,5.13
,15852,5.6,,15852,5.14
,15854,5.61,,15854,5.13
,15856,5.61,,15856,5.12
,15858,5.6,,15858,5.12
,15860,5.6,,15860,5.12
,15862,5.6,,15862,5.12
,15864,5.6,,15864,5.12
,15866,5.6,,15866,5.13
,15868,5.6,,15868,5.14
,15870,5.6,,15870,5.14
,15872,5.6,,15872,5.13
,15874,5.61,,15874,5.13
,15876,5.62,,15876,5.12
,15878,5.61,,15878,5.13
,15880,5.62,,15880,5.13
,15882,5.61,,15882,5.13
,15884,5.61,,15884,5.13
,15886,5.61,,15886,5.13
,15888,5.62,,15888,5.13
,15890,5.61,,15890,5.12
,15892,5.62,,15892,5.13
,15894,5.62,,15894,5.13
,15896,5.63,,15896,5.12
,15898,5.62,,15898,5.13
,15900,5.62,,15900,5.13
,15902,5.63,,15902,5.12
,15904,5.63,,15904,5.13
,15906,5.63,,15906,5.12
,15908,5.62,,15908,5.13
,15910,5.64,,15910,5.13
,15912,5.64,,15912,5.14
,15914,5.63,,15914,5.13
,15916,5.64,,15916,5.12
,15918,5.63,,15918,5.13
,15920,5.65,,15920,5.13
,15922,5.64,,15922,5.12
,15924,5.64,,15924,5.14
,15926,5.64,,15926,5.13
,15928,5.65,,15928,5.12
,15930,5.64,,15930,5.12
,15932,5.63,,15932,5.12
,15934,5.63,,15934,5.12
,15936,5.64,,15936,5.13
,15938,5.65,,15938,5.13
,15940,5.65,,15940,5.13
,15942,5.64,,15942,5.12
,15944,5.65,,15944,5.13
,15946,5.64,,15946,5.13
,15948,5.65,,15948,5.13
,15950,5.65,,15950,5.13
,15952,5.64,,15952,5.13
,15954,5.65,,15954,5.15
,15956,5.66,,15956,5.14
,15958,5.66,,15958,5.14
,15960,5.65,,15960,5.14
,15962,5.66,,15962,5.14
,15964,5.66,,15964,5.14
,15966,5.65,,15966,5.13
,15968,5.66,,15968,5.14
,15970,5.66,,15970,5.14
,15972,5.66,,15972,5.14
,15974,5.67,,15974,5.14
,15976,5.65,,15976,5.14
,15978,5.67,,15978,5.14
,15980,5.66,,15980,5.14
,15982,5.63,,15982,5.14
,15984,5.66,,15984,5.14
,15986,5.65,,15986,5.13
,15988,5.66,,15988,5.14
,15990,5.66,,15990,5.14
,15992,5.67,,15992,5.15
,15994,5.66,,15994,5.14
,15996,5.65,,15996,5.15
,15998,5.67,,15998,5.14
,16000,5.67,,16000,5.14
,16002,5.67,,16002,5.14
,16004,5.67,,16004,5.14
,16006,5.68,,16006,5.16
,16008,5.68,,16008,5.15
,16010,5.68,,16010,5.14
,16012,5.69,,16012,5.15
,16014,5.68,,16014,5.14
,16016,5.67,,16016,5.15
,16018,5.67,,16018,5.15
,16020,5.68,,16020,5.15
,16022,5.68,,16022,5.14
,16024,5.69,,16024,5.14
,16026,5.69,,16026,5.15
,16028,5.66,,16028,5.16
,16030,5.7,,16030,5.16
,16032,5.68,,16032,5.14
,16034,5.69,,16034,5.15
,16036,5.69,,16036,5.15
,16038,5.69,,16038,5.14
,16040,5.7,,16040,5.14
,16042,5.7,,16042,5.15
,16044,5.69,,16044,5.14
,16046,5.7,,16046,5.16
,16048,5.7,,16048,5.16
,16050,5.69,,16050,5.15
,16052,5.69,,16052,5.15
,16054,5.69,,16054,5.15
,16056,5.69,,16056,5.16
,16058,5.7,,16058,5.15
,16060,5.69,,16060,5.15
,16062,5.7,,16062,5.15
,16064,5.7,,16064,5.15
,16066,5.69,,16066,5.15
,16068,5.71,,16068,5.15
,16070,5.71,,16070,5.15
,16072,5.69,,16072,5.15
,16074,5.72,,16074,5.15
,16076,5.71,,16076,5.15
,16078,5.71,,16078,5.15
,16080,5.73,,16080,5.17
,16082,5.71,,16082,5.15
,16084,5.72,,16084,5.14
,16086,5.73,,16086,5.15
,16088,5.72,,16088,5.15
,16090,5.72,,16090,5.15
,16092,5.71,,16092,5.16
,16094,5.72,,16094,5.16
,16096,5.72,,16096,5.15
,16098,5.72,,16098,5.16
,16100,5.72,,16100,5.15
,16102,5.72,,16102,5.16
,16104,5.73,,16104,5.15
,16106,5.71,,16106,5.14
,16108,5.73,,16108,5.15
,16110,5.73,,16110,5.15
,16112,5.71,,16112,5.15
,16114,5.72,,16114,5.15
,16116,5.73,,16116,5.16
,16118,5.71,,16118,5.16
,16120,5.73,,16120,5.16
,16122,5.74,,16122,5.16
,16124,5.73,,16124,5.16
,16126,5.72,,16126,5.16
,16128,5.74,,16128,5.16
,16130,5.75,,16130,5.17
,16132,5.73,,16132,5.16
,16134,5.74,,16134,5.17
,16136,5.73,,16136,5.16
,16138,5.74,,16138,5.16
,16140,5.74,,16140,5.17
,16142,5.74,,16142,5.16
,16144,5.74,,16144,5.17
,16146,5.75,,16146,5.17
,16148,5.74,,16148,5.16
,16150,5.75,,16150,5.17
,16152,5.75,,16152,5.16
,16154,5.74,,16154,5.15
,16156,5.74,,16156,5.17
,16158,5.75,,16158,5.17
,16160,5.75,,16160,5.17
,16162,5.75,,16162,5.17
,16164,5.75,,16164,5.17
,16166,5.75,,16166,5.18
,16168,5.76,,16168,5.16
,16170,5.74,,16170,5.17
,16172,5.76,,16172,5.16
,16174,5.75,,16174,5.17
,16176,5.76,,16176,5.16
,16178,5.76,,16178,5.16
,16180,5.77,,16180,5.16
,16182,5.75,,16182,5.17
,16184,5.75,,16184,5.15
,16186,5.75,,16186,5.15
,16188,5.77,,16188,5.17
,16190,5.75,,16190,5.16
,16192,5.77,,16192,5.17
,16194,5.76,,16194,5.16
,16196,5.75,,16196,5.16
,16198,5.76,,16198,5.17
,16200,5.76,,16200,5.18
,16202,5.76,,16202,5.16
,16204,5.77,,16204,5.16
,16206,5.77,,16206,5.16
,16208,5.77,,16208,5.16
,16210,5.78,,16210,5.16
,16212,5.77,,16212,5.17
,16214,5.76,,16214,5.16
,16216,5.77,,16216,5.17
,16218,5.77,,16218,5.16
,16220,5.77,,16220,5.16
,16222,5.77,,16222,5.16
,16224,5.78,,16224,5.16
,16226,5.78,,16226,5.16
,16228,5.78,,16228,5.17
,16230,5.77,,16230,5.17
,16232,5.78,,16232,5.17
,16234,5.78,,16234,5.17
,16236,5.79,,16236,5.18
,16238,5.78,,16238,5.17
,16240,5.79,,16240,5.18
,16242,5.78,,16242,5.18
,16244,5.79,,16244,5.17
,16246,5.78,,16246,5.18
,16248,5.8,,16248,5.18
,16250,5.78,,16250,5.17
,16252,5.79,,16252,5.17
,16254,5.79,,16254,5.17
,16256,5.79,,16256,5.16
,16258,5.8,,16258,5.16
,16260,5.8,,16260,5.16
,16262,5.82,,16262,5.17
,16264,5.8,,16264,5.18
,16266,5.81,,16266,5.17
,16268,5.82,,16268,5.17
,16270,5.81,,16270,5.18
,16272,5.81,,16272,5.17
,16274,5.82,,16274,5.17
,16276,5.81,,16276,5.17
,16278,5.79,,16278,5.18
,16280,5.81,,16280,5.18
,16282,5.81,,16282,5.18
,16284,5.82,,16284,5.19
,16286,5.8,,16286,5.17
,16288,5.8,,16288,5.19
,16290,5.81,,16290,5.18
,16292,5.8,,16292,5.19
,16294,5.82,,16294,5.17
,16296,5.82,,16296,5.17
,16298,5.82,,16298,5.17
,16300,5.82,,16300,5.17
,16302,5.82,,16302,5.18
,16304,5.81,,16304,5.19
,16306,5.82,,16306,5.18
,16308,5.81,,16308,5.17
,16310,5.81,,16310,5.17
,16312,5.82,,16312,5.17
,16314,5.82,,16314,5.17
,16316,5.84,,16316,5.18
,16318,5.82,,16318,5.18
,16320,5.82,,16320,5.19
,16322,5.83,,16322,5.18
,16324,5.84,,16324,5.18
,16326,5.84,,16326,5.18
,16328,5.83,,16328,5.16
,16330,5.83,,16330,5.18
,16332,5.84,,16332,5.18
,16334,5.82,,16334,5.18
,16336,5.84,,16336,5.18
,16338,5.84,,16338,5.18
,16340,5.84,,16340,5.18
,16342,5.84,,16342,5.18
,16344,5.85,,16344,5.17
,16346,5.85,,16346,5.17
,16348,5.84,,16348,5.18
,16350,5.85,,16350,5.18
,16352,5.86,,16352,5.19
,16354,5.86,,16354,5.18
,16356,5.85,,16356,5.19
,16358,5.86,,16358,5.18
,16360,5.86,,16360,5.19
,16362,5.85,,16362,5.18
,16364,5.86,,16364,5.18
,16366,5.85,,16366,5.19
,16368,5.87,,16368,5.19
,16370,5.86,,16370,5.19
,16372,5.86,,16372,5.19
,16374,5.86,,16374,5.19
,16376,5.86,,16376,5.18
,16378,5.87,,16378,5.18
,16380,5.84,,16380,5.19
,16382,5.86,,16382,5.19
,16384,5.87,,16384,5.19
,16386,5.87,,16386,5.19
,16388,5.86,,16388,5.19
,16390,5.87,,16390,5.2
,16392,5.86,,16392,5.2
,16394,5.87,,16394,5.19
,16396,5.87,,16396,5.19
,16398,5.89,,16398,5.19
,16400,5.88,,16400,5.2
,16402,5.87,,16402,5.2
,16404,5.87,,16404,5.2
,16406,5.88,,16406,5.19
,16408,5.87,,16408,5.2
,16410,5.87,,16410,5.18
,16412,5.88,,16412,5.19
,16414,5.87,,16414,5.19
,16416,5.87,,16416,5.19
,16418,5.88,,16418,5.19
,16420,5.88,,16420,5.2
,16422,5.87,,16422,5.18
,16424,5.88,,16424,5.2
,16426,5.89,,16426,5.19
,16428,5.88,,16428,5.2
,16430,5.89,,16430,5.19
,16432,5.9,,16432,5.19
,16434,5.88,,16434,5.19
,16436,5.87,,16436,5.19
,16438,5.88,,16438,5.17
,16440,5.88,,16440,5.18
,16442,5.89,,16442,5.19
,16444,5.9,,16444,5.19
,16446,5.9,,16446,5.18
,16448,5.91,,16448,5.2
,16450,5.91,,16450,5.19
,16452,5.91,,16452,5.18
,16454,5.92,,16454,5.2
,16456,5.92,,16456,5.18
,16458,5.92,,16458,5.18
,16460,5.86,,16460,5.18
,16462,5.91,,16462,5.19
,16464,5.91,,16464,5.19
,16466,5.91,,16466,5.19
,16468,5.92,,16468,5.18
,16470,5.93,,16470,5.2
,16472,5.93,,16472,5.21
,16474,5.93,,16474,5.19
,16476,5.93,,16476,5.18
,16478,5.94,,16478,5.19
,16480,5.94,,16480,5.18
,16482,5.95,,16482,5.19
,16484,5.95,,16484,5.19
,16486,5.95,,16486,5.2
,16488,5.94,,16488,5.2
,16490,5.95,,16490,5.2
,16492,5.95,,16492,5.19
,16494,5.95,,16494,5.19
,16496,5.95,,16496,5.2
,16498,5.96,,16498,5.21
,16500,5.96,,16500,5.2
,16502,5.95,,16502,5.19
,16504,5.96,,16504,5.19
,16506,5.95,,16506,5.2
,16508,5.96,,16508,5.2
,16510,5.96,,16510,5.2
,16512,5.94,,16512,5.22
,16514,5.96,,16514,5.21
,16516,5.97,,16516,5.2
,16518,5.95,,16518,5.2
,16520,5.97,,16520,5.21
,16522,5.97,,16522,5.2
,16524,5.98,,16524,5.2
,16526,5.97,,16526,5.21
,16528,5.96,,16528,5.21
,16530,5.96,,16530,5.2
,16532,5.97,,16532,5.21
,16534,5.98,,16534,5.21
,16536,5.97,,16536,5.2
,16538,5.97,,16538,5.21
,16540,5.97,,16540,5.2
,16542,5.97,,16542,5.2
,16544,5.98,,16544,5.21
,16546,5.97,,16546,5.2
,16548,5.97,,16548,5.21
,16550,5.98,,16550,5.21
,16552,5.98,,16552,5.21
,16554,5.97,,16554,5.21
,16556,5.98,,16556,5.21
,16558,5.98,,16558,5.2
,16560,5.97,,16560,5.2
,16562,5.99,,16562,5.2
,16564,5.99,,16564,5.21
,16566,5.98,,16566,5.21
,16568,5.98,,16568,5.21
,16570,5.98,,16570,5.21
,16572,5.98,,16572,5.21
,16574,5.98,,16574,5.22
,16576,5.98,,16576,5.21
,16578,5.99,,16578,5.21
,16580,5.99,,16580,5.22
,16582,5.99,,16582,5.21
,16584,5.98,,16584,5.2
,16586,5.99,,16586,5.22
,16588,6,,16588,5.22
,16590,5.98,,16590,5.21
,16592,5.99,,16592,5.22
,16594,5.99,,16594,5.23
,16596,5.98,,16596,5.22
,16598,5.99,,16598,5.23
,16600,5.98,,16600,5.22
,16602,5.99,,16602,5.22
,16604,6,,16604,5.23
,16606,6,,16606,5.22
,16608,6,,16608,5.22
,16610,5.99,,16610,5.21
,16612,6.01,,16612,5.22
,16614,6,,16614,5.22
,16616,6.01,,16616,5.22
,16618,6.02,,16618,5.23
,16620,6,,16620,5.24
,16622,6.01,,16622,5.22
,16624,6.02,,16624,5.24
,16626,6.01,,16626,5.23
,16628,6,,16628,5.22
,16630,6.01,,16630,5.22
,16632,6.02,,16632,5.23
,16634,6.02,,16634,5.21
,16636,6.02,,16636,5.22
,16638,6.02,,16638,5.22
,16640,6.02,,16640,5.23
,16642,6.01,,16642,5.23
,16644,6.01,,16644,5.22
,16646,6.02,,16646,5.21
,16648,6.02,,16648,5.22
,16650,6.03,,16650,5.23
,16652,6.02,,16652,5.24
,16654,6.02,,16654,5.23
,16656,6.01,,16656,5.22
,16658,6.02,,16658,5.22
,16660,6.02,,16660,5.22
,16662,6.02,,16662,5.22
,16664,6.02,,16664,5.22
,16666,6.02,,16666,5.23
,16668,6.02,,16668,5.23
,16670,6.03,,16670,5.23
,16672,6.03,,16672,5.23
,16674,6.02,,16674,5.23
,16676,6.02,,16676,5.22
,16678,6.04,,16678,5.23
,16680,6.03,,16680,5.22
,16682,6.03,,16682,5.23
,16684,6.03,,16684,5.23
,16686,6.02,,16686,5.22
,16688,6.04,,16688,5.22
,16690,6.03,,16690,5.22
,16692,6.03,,16692,5.22
,16694,6.04,,16694,5.24
,16696,6.03,,16696,5.23
,16698,6.03,,16698,5.23
,16700,6.05,,16700,5.23
,16702,6.06,,16702,5.24
,16704,6.05,,16704,5.23
,16706,6.04,,16706,5.23
,16708,6.05,,16708,5.23
,16710,6.05,,16710,5.22
,16712,6.05,,16712,5.23
,16714,6.05,,16714,5.22
,16716,6.05,,16716,5.22
,16718,6.05,,16718,5.22
,16720,6.05,,16720,5.23
,16722,6.05,,16722,5.24
,16724,6.06,,16724,5.23
,16726,6.06,,16726,5.23
,16728,6.05,,16728,5.23
,16730,6.06,,16730,5.23
,16732,6.06,,16732,5.23
,16734,6.06,,16734,5.23
,16736,6.07,,16736,5.24
,16738,6.06,,16738,5.23
,16740,6.06,,16740,5.23
,16742,6.05,,16742,5.23
,16744,6.06,,16744,5.23
,16746,6.07,,16746,5.24
,16748,6.07,,16748,5.24
,16750,6.08,,16750,5.24
,16752,6.08,,16752,5.24
,16754,6.07,,16754,5.24
,16756,6.08,,16756,5.23
,16758,6.07,,16758,5.24
,16760,6.08,,16760,5.24
,16762,6.08,,16762,5.24
,16764,6.08,,16764,5.24
,16766,6.09,,16766,5.25
,16768,6.09,,16768,5.24
,16770,6.09,,16770,5.24
,16772,6.09,,16772,5.24
,16774,6.09,,16774,5.24
,16776,6.09,,16776,5.24
,16778,6.09,,16778,5.25
,16780,6.1,,16780,5.24
,16782,6.1,,16782,5.25
,16784,6.1,,16784,5.25
,16786,6.09,,16786,5.25
,16788,6.11,,16788,5.25
,16790,6.09,,16790,5.26
,16792,6.1,,16792,5.25
,16794,6.1,,16794,5.24
,16796,6.09,,16796,5.24
,16798,6.09,,16798,5.25
,16800,6.1,,16800,5.25
,16802,6.1,,16802,5.25
,16804,6.1,,16804,5.26
,16806,6.1,,16806,5.25
,16808,6.11,,16808,5.25
,16810,6.1,,16810,5.26
,16812,6.1,,16812,5.26
,16814,6.11,,16814,5.26
,16816,6.12,,16816,5.26
,16818,6.11,,16818,5.27
,16820,6.11,,16820,5.24
,16822,6.11,,16822,5.24
,16824,6.11,,16824,5.25
,16826,6.11,,16826,5.25
,16828,6.1,,16828,5.25
,16830,6.09,,16830,5.24
,16832,6.11,,16832,5.24
,16834,6.11,,16834,5.24
,16836,6.12,,16836,5.26
,16838,6.12,,16838,5.25
,16840,6.11,,16840,5.25
,16842,6.13,,16842,5.24
,16844,6.12,,16844,5.25
,16846,6.12,,16846,5.24
,16848,6.13,,16848,5.24
,16850,6.14,,16850,5.25
,16852,6.09,,16852,5.24
,16854,6.13,,16854,5.24
,16856,6.14,,16856,5.24
,16858,6.15,,16858,5.25
,16860,6.13,,16860,5.24
,16862,6.13,,16862,5.24
,16864,6.14,,16864,5.25
,16866,6.13,,16866,5.25
,16868,6.14,,16868,5.25
,16870,6.14,,16870,5.26
,16872,6.14,,16872,5.26
,16874,6.14,,16874,5.25
,16876,6.14,,16876,5.25
,16878,6.14,,16878,5.24
,16880,6.14,,16880,5.25
,16882,6.14,,16882,5.25
,16884,6.15,,16884,5.25
,16886,6.16,,16886,5.25
,16888,6.15,,16888,5.26
,16890,6.15,,16890,5.26
,16892,6.16,,16892,5.26
,16894,6.15,,16894,5.26
,16896,6.16,,16896,5.25
,16898,6.14,,16898,5.25
,16900,6.16,,16900,5.24
,16902,6.16,,16902,5.26
,16904,6.16,,16904,5.25
,16906,6.16,,16906,5.26
,16908,6.16,,16908,5.25
,16910,6.16,,16910,5.25
,16912,6.16,,16912,5.24
,16914,6.16,,16914,5.24
,16916,6.16,,16916,5.25
,16918,6.17,,16918,5.24
,16920,6.15,,16920,5.26
,16922,6.13,,16922,5.25
,16924,6.15,,16924,5.25
,16926,6.17,,16926,5.23
,16928,6.17,,16928,5.26
,16930,6.15,,16930,5.25
,16932,6.18,,16932,5.26
,16934,6.17,,16934,5.26
,16936,6.16,,16936,5.27
,16938,6.17,,16938,5.25
,16940,6.18,,16940,5.26
,16942,6.18,,16942,5.27
,16944,6.16,,16944,5.27
,16946,6.17,,16946,5.26
,16948,6.18,,16948,5.26
,16950,6.18,,16950,5.25
,16952,6.18,,16952,5.26
,16954,6.19,,16954,5.27
,16956,6.2,,16956,5.27
,16958,6.19,,16958,5.26
,16960,6.2,,16960,5.26
,16962,6.19,,16962,5.26
,16964,6.19,,16964,5.26
,16966,6.18,,16966,5.26
,16968,6.19,,16968,5.27
,16970,6.2,,16970,5.26
,16972,6.2,,16972,5.27
,16974,6.2,,16974,5.27
,16976,6.2,,16976,5.27
,16978,6.19,,16978,5.27
,16980,6.2,,16980,5.26
,16982,6.21,,16982,5.26
,16984,6.2,,16984,5.25
,16986,6.2,,16986,5.26
,16988,6.22,,16988,5.27
,16990,6.22,,16990,5.28
,16992,6.2,,16992,5.26
,16994,6.2,,16994,5.26
,16996,6.21,,16996,5.26
,16998,6.21,,16998,5.27
,17000,6.21,,17000,5.26
,17002,6.22,,17002,5.26
,17004,6.2,,17004,5.26
,17006,6.23,,17006,5.27
,17008,6.2,,17008,5.27
,17010,6.21,,17010,5.28
,17012,6.17,,17012,5.27
,17014,6.18,,17014,5.27
,17016,6.19,,17016,5.28
,17018,6.21,,17018,5.26
,17020,6.21,,17020,5.27
,17022,6.21,,17022,5.27
,17024,6.22,,17024,5.26
,17026,6.23,,17026,5.27
,17028,6.22,,17028,5.26
,17030,6.22,,17030,5.26
,17032,6.22,,17032,5.27
,17034,6.23,,17034,5.27
,17036,6.23,,17036,5.26
,17038,6.23,,17038,5.28
,17040,6.25,,17040,5.29
,17042,6.23,,17042,5.27
,17044,6.23,,17044,5.28
,17046,6.24,,17046,5.27
,17048,6.25,,17048,5.28
,17050,6.25,,17050,5.27
,17052,6.24,,17052,5.27
,17054,6.24,,17054,5.28
,17056,6.2,,17056,5.26
,17058,6.16,,17058,5.27
,17060,6.2,,17060,5.27
,17062,6.21,,17062,5.26
,17064,6.22,,17064,5.25
,17066,6.12,,17066,5.26
,17068,6.11,,17068,5.25
,17070,6.17,,17070,5.26
,17072,6.19,,17072,5.25
,17074,6.19,,17074,5.26
,17076,6.2,,17076,5.26
,17078,6.2,,17078,5.26
,17080,6.19,,17080,5.25
,17082,6.21,,17082,5.26
,17084,6.21,,17084,5.26
,17086,6.22,,17086,5.25
,17088,6.22,,17088,5.24
,17090,6.22,,17090,5.24
,17092,6.23,,17092,5.26
,17094,6.24,,17094,5.25
,17096,6.25,,17096,5.25
,17098,6.24,,17098,5.25
,17100,6.25,,17100,5.25
,17102,6.18,,17102,5.25
,17104,6.25,,17104,5.24
,17106,6.26,,17106,5.26
,17108,6.26,,17108,5.26
,17110,6.26,,17110,5.26
,17112,6.27,,17112,5.26
,17114,6.27,,17114,5.26
,17116,6.27,,17116,5.26
,17118,6.28,,17118,5.26
,17120,6.29,,17120,5.26
,17122,6.28,,17122,5.25
,17124,6.3,,17124,5.26
,17126,6.31,,17126,5.27
,17128,6.3,,17128,5.27
,17130,6.31,,17130,5.27
,17132,6.31,,17132,5.26
,17134,6.31,,17134,5.26
,17136,6.32,,17136,5.26
,17138,6.33,,17138,5.26
,17140,6.33,,17140,5.27
,17142,6.32,,17142,5.26
,17144,6.32,,17144,5.26
,17146,6.33,,17146,5.26
,17148,6.34,,17148,5.26
,17150,6.34,,17150,5.26
,17152,6.32,,17152,5.27
,17154,6.34,,17154,5.26
,17156,6.34,,17156,5.26
,17158,6.35,,17158,5.26
,17160,6.35,,17160,5.26
,17162,6.35,,17162,5.26
,17164,6.34,,17164,5.26
,17166,6.35,,17166,5.26
,17168,6.36,,17168,5.27
,17170,6.36,,17170,5.27
,17172,6.35,,17172,5.27
,17174,6.35,,17174,5.28
,17176,6.36,,17176,5.27
,17178,6.3,,17178,5.28
,17180,6.32,,17180,5.27
,17182,6.35,,17182,5.27
,17184,6.36,,17184,5.27
,17186,6.36,,17186,5.27
,17188,6.37,,17188,5.26
,17190,6.37,,17190,5.27
,17192,6.37,,17192,5.27
,17194,6.37,,17194,5.27
,17196,6.38,,17196,5.26
,17198,6.38,,17198,5.28
,17200,6.39,,17200,5.26
,17202,6.4,,17202,5.27
,17204,6.38,,17204,5.27
,17206,6.4,,17206,5.27
,17208,6.39,,17208,5.27
,17210,6.41,,17210,5.26
,17212,6.41,,17212,5.27
,17214,6.41,,17214,5.26
,17216,6.42,,17216,5.26
,17218,6.41,,17218,5.26
,17220,6.42,,17220,5.26
,17222,6.42,,17222,5.27
,17224,6.42,,17224,5.28
,17226,6.43,,17226,5.27
,17228,6.42,,17228,5.28
,17230,6.43,,17230,5.28
,17232,6.43,,17232,5.27
,17234,6.43,,17234,5.27
,17236,6.44,,17236,5.28
,17238,6.45,,17238,5.27
,17240,6.44,,17240,5.27
,17242,6.44,,17242,5.27
,17244,6.44,,17244,5.27
,17246,6.45,,17246,5.27
,17248,6.45,,17248,5.27
,17250,6.45,,17250,5.27
,17252,6.46,,17252,5.27
,17254,6.45,,17254,5.28
,17256,6.45,,17256,5.26
,17258,6.47,,17258,5.27
,17260,6.46,,17260,5.27
,17262,6.47,,17262,5.28
,17264,6.47,,17264,5.28
,17266,6.47,,17266,5.28
,17268,6.47,,17268,5.27
,17270,6.47,,17270,5.27
,17272,6.47,,17272,5.27
,17274,6.48,,17274,5.28
,17276,6.49,,17276,5.28
,17278,6.48,,17278,5.28
,17280,6.48,,17280,5.28
,17282,6.48,,17282,5.29
,17284,6.47,,17284,5.28
,17286,6.49,,17286,5.28
,17288,6.47,,17288,5.26
,17290,6.5,,17290,5.27
,17292,6.49,,17292,5.29
,17294,6.5,,17294,5.29
,17296,6.5,,17296,5.28
,17298,6.5,,17298,5.28
,17300,6.5,,17300,5.28
,17302,6.51,,17302,5.28
,17304,6.51,,17304,5.29
,17306,6.52,,17306,5.28
,17308,6.51,,17308,5.28
,17310,6.52,,17310,5.29
,17312,6.53,,17312,5.29
,17314,6.53,,17314,5.29
,17316,6.51,,17316,5.28
,17318,6.51,,17318,5.29
,17320,6.52,,17320,5.29
,17322,6.52,,17322,5.3
,17324,6.53,,17324,5.28
,17326,6.55,,17326,5.28
,17328,6.54,,17328,5.3
,17330,6.54,,17330,5.31
,17332,6.56,,17332,5.29
,17334,6.54,,17334,5.29
,17336,6.54,,17336,5.29
,17338,6.55,,17338,5.28
,17340,6.55,,17340,5.29
,17342,6.55,,17342,5.29
,17344,6.56,,17344,5.29
,17346,6.56,,17346,5.29
,17348,6.56,,17348,5.29
,17350,6.55,,17350,5.28
,17352,6.56,,17352,5.3
,17354,6.55,,17354,5.29
,17356,6.47,,17356,5.27
,17358,6.54,,17358,5.3
,17360,6.53,,17360,5.29
,17362,6.47,,17362,5.3
,17364,6.52,,17364,5.3
,17366,6.54,,17366,5.3
,17368,6.54,,17368,5.3
,17370,6.56,,17370,5.3
,17372,6.57,,17372,5.3
,17374,6.57,,17374,5.29
,17376,6.57,,17376,5.3
,17378,6.59,,17378,5.31
,17380,6.59,,17380,5.31
,17382,6.6,,17382,5.3
,17384,6.58,,17384,5.31
,17386,6.59,,17386,5.3
,17388,6.59,,17388,5.32
,17390,6.59,,17390,5.33
,17392,6.59,,17392,5.33
,17394,6.61,,17394,5.33
,17396,6.61,,17396,5.33
,17398,6.6,,17398,5.34
,17400,6.62,,17400,5.33
,17402,6.59,,17402,5.33
,17404,6.6,,17404,5.33
,17406,6.61,,17406,5.33
,17408,6.62,,17408,5.34
,17410,6.62,,17410,5.33
,17412,6.61,,17412,5.33
,17414,6.6,,17414,5.33
,17416,6.61,,17416,5.33
,17418,6.61,,17418,5.33
,17420,6.63,,17420,5.33
,17422,6.63,,17422,5.34
,17424,6.63,,17424,5.34
,17426,6.64,,17426,5.34
,17428,6.63,,17428,5.34
,17430,6.63,,17430,5.33
,17432,6.63,,17432,5.34
,17434,6.64,,17434,5.34
,17436,6.64,,17436,5.33
,17438,6.63,,17438,5.34
,17440,6.65,,17440,5.34
,17442,6.66,,17442,5.34
,17444,6.66,,17444,5.34
,17446,6.67,,17446,5.34
,17448,6.67,,17448,5.34
,17450,6.67,,17450,5.33
,17452,6.66,,17452,5.34
,17454,6.67,,17454,5.34
,17456,6.67,,17456,5.35
,17458,6.66,,17458,5.34
,17460,6.68,,17460,5.34
,17462,6.67,,17462,5.34
,17464,6.66,,17464,5.35
,17466,6.68,,17466,5.34
,17468,6.67,,17468,5.35
,17470,6.67,,17470,5.34
,17472,6.68,,17472,5.34
,17474,6.69,,17474,5.34
,17476,6.7,,17476,5.34
,17478,6.7,,17478,5.35
,17480,6.71,,17480,5.34
,17482,6.71,,17482,5.34
,17484,6.72,,17484,5.34
,17486,6.71,,17486,5.34
,17488,6.72,,17488,5.34
,17490,6.72,,17490,5.34
,17492,6.73,,17492,5.34
,17494,6.72,,17494,5.35
,17496,6.73,,17496,5.35
,17498,6.74,,17498,5.34
,17500,6.73,,17500,5.34
,17502,6.74,,17502,5.34
,17504,6.73,,17504,5.34
,17506,6.73,,17506,5.36
,17508,6.73,,17508,5.35
,17510,6.74,,17510,5.34
,17512,6.74,,17512,5.34
,17514,6.74,,17514,5.35
,17516,6.74,,17516,5.35
,17518,6.75,,17518,5.35
,17520,6.74,,17520,5.35
,17522,6.74,,17522,5.36
,17524,6.76,,17524,5.34
,17526,6.76,,17526,5.36
,17528,6.76,,17528,5.36
,17530,6.76,,17530,5.35
,17532,6.74,,17532,5.34
,17534,6.77,,17534,5.35
,17536,6.77,,17536,5.34
,17538,6.77,,17538,5.35
,17540,6.78,,17540,5.35
,17542,6.79,,17542,5.34
,17544,6.78,,17544,5.35
,17546,6.78,,17546,5.35
,17548,6.78,,17548,5.35
